Time Period,Location,Wind Direction (degrees),Wind Speed (m_s-1),Air Pressure (pa),Temperature (C)
2019-10-07T14:50:00+00:00,https://api.weather.gov/stations/KGPM,10.0,7.2,102370.0,18.0
2019-10-07T15:50:00+00:00,https://api.weather.gov/stations/KGPM,360.0,7.7,102410.0,20.0
2019-10-07T16:50:00+00:00,https://api.weather.gov/stations/KGPM,360.0,6.7,102410.0,22.0
2019-10-07T17:50:00+00:00,https://api.weather.gov/stations/KGPM,30.0,5.1,102340.0,23.0
2019-10-07T18:50:00+00:00,https://api.weather.gov/stations/KGPM,360.0,6.2,102200.0,24.0
2019-10-07T20:50:00+00:00,https://api.weather.gov/stations/KGPM,10.0,5.7,102100.0,26.0
2019-10-07T21:50:00+00:00,https://api.weather.gov/stations/KGPM,360.0,6.2,102030.0,26.0
2019-10-07T22:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,5.1,102030.0,26.0
2019-10-07T23:50:00+00:00,https://api.weather.gov/stations/KGPM,10.0,4.1,102070.0,24.0
2019-10-08T01:50:00+00:00,https://api.weather.gov/stations/KGPM,350.0,4.1,102100.0,21.0
2019-10-08T02:15:00+00:00,https://api.weather.gov/stations/KGPM,350.0,3.6,102130.0,20.7
2019-10-08T02:35:00+00:00,https://api.weather.gov/stations/KGPM,350.0,2.6,102130.0,20.6
2019-10-08T02:55:00+00:00,https://api.weather.gov/stations/KGPM,350.0,2.1,102130.0,19.5
2019-10-08T03:15:00+00:00,https://api.weather.gov/stations/KGPM,20.0,1.5,102130.0,18.6
2019-10-08T03:35:00+00:00,https://api.weather.gov/stations/KGPM,360.0,1.5,102170.0,19.0
2019-10-08T03:55:00+00:00,https://api.weather.gov/stations/KGPM,10.0,1.5,102170.0,19.2
2019-10-08T04:15:00+00:00,https://api.weather.gov/stations/KGPM,10.0,1.5,102170.0,18.1
2019-10-08T04:35:00+00:00,https://api.weather.gov/stations/KGPM,20.0,1.5,102170.0,17.8
2019-10-08T04:55:00+00:00,https://api.weather.gov/stations/KGPM,30.0,1.5,102170.0,17.6
2019-10-08T05:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102170.0,17.6
2019-10-08T05:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102130.0,18.1
2019-10-08T05:55:00+00:00,https://api.weather.gov/stations/KGPM,30.0,1.5,102130.0,17.0
2019-10-08T06:15:00+00:00,https://api.weather.gov/stations/KGPM,30.0,1.5,102130.0,16.6
2019-10-08T06:35:00+00:00,https://api.weather.gov/stations/KGPM,20.0,1.5,102100.0,16.6
2019-10-08T06:55:00+00:00,https://api.weather.gov/stations/KGPM,30.0,1.5,102100.0,16.5
2019-10-08T07:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102100.0,16.3
2019-10-08T07:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102100.0,16.5
2019-10-08T07:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102100.0,16.0
2019-10-08T08:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102100.0,16.2
2019-10-08T08:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102070.0,16.0
2019-10-08T08:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102070.0,15.7
2019-10-08T09:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102100.0,15.6
2019-10-08T09:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102100.0,15.8
2019-10-08T09:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102100.0,15.2
2019-10-08T10:15:00+00:00,https://api.weather.gov/stations/KGPM,60.0,1.5,102100.0,14.5
2019-10-08T10:35:00+00:00,https://api.weather.gov/stations/KGPM,60.0,1.5,102100.0,14.5
2019-10-08T10:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102130.0,14.7
2019-10-08T11:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102130.0,14.7
2019-10-08T11:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102130.0,14.5
2019-10-08T11:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102130.0,14.0
2019-10-08T12:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102130.0,14.0
2019-10-08T13:50:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,102170.0,18.0
2019-10-08T14:50:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,102200.0,19.0
2019-10-08T15:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.6,102170.0,21.0
2019-10-08T16:50:00+00:00,https://api.weather.gov/stations/KGPM,90.0,3.1,102130.0,22.0
2019-10-08T17:50:00+00:00,https://api.weather.gov/stations/KGPM,50.0,1.5,102030.0,23.0
2019-10-08T18:50:00+00:00,https://api.weather.gov/stations/KGPM,90.0,1.5,101900.0,25.0
2019-10-08T19:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.1,101760.0,25.0
2019-10-08T20:50:00+00:00,https://api.weather.gov/stations/KGPM,80.0,3.6,101690.0,26.0
2019-10-08T21:50:00+00:00,https://api.weather.gov/stations/KGPM,80.0,3.6,101630.0,26.0
2019-10-08T22:50:00+00:00,https://api.weather.gov/stations/KGPM,100.0,3.1,101560.0,26.0
2019-10-08T23:50:00+00:00,https://api.weather.gov/stations/KGPM,110.0,3.1,101560.0,25.0
2019-10-09T00:50:00+00:00,https://api.weather.gov/stations/KGPM,110.0,3.1,101560.0,23.0
2019-10-09T02:15:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,101630.0,21.0
2019-10-09T02:35:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,101630.0,20.5
2019-10-09T02:55:00+00:00,https://api.weather.gov/stations/KGPM,120.0,2.1,101630.0,20.5
2019-10-09T03:15:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,101630.0,20.0
2019-10-09T03:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101660.0,19.6
2019-10-09T03:55:00+00:00,https://api.weather.gov/stations/KGPM,100.0,1.5,101630.0,19.1
2019-10-09T04:15:00+00:00,https://api.weather.gov/stations/KGPM,110.0,1.5,101630.0,19.1
2019-10-09T04:35:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,101630.0,18.8
2019-10-09T04:55:00+00:00,https://api.weather.gov/stations/KGPM,120.0,2.1,101630.0,18.6
2019-10-09T05:15:00+00:00,https://api.weather.gov/stations/KGPM,110.0,3.1,101590.0,18.6
2019-10-09T05:35:00+00:00,https://api.weather.gov/stations/KGPM,120.0,2.1,101590.0,18.8
2019-10-09T05:55:00+00:00,https://api.weather.gov/stations/KGPM,100.0,2.6,101590.0,18.3
2019-10-09T06:15:00+00:00,https://api.weather.gov/stations/KGPM,120.0,2.6,101560.0,18.2
2019-10-09T06:35:00+00:00,https://api.weather.gov/stations/KGPM,130.0,2.1,101560.0,18.1
2019-10-09T06:55:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,101520.0,18.0
2019-10-09T07:15:00+00:00,https://api.weather.gov/stations/KGPM,120.0,2.1,101520.0,17.8
2019-10-09T07:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.6,101560.0,18.1
2019-10-09T07:55:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101520.0,18.0
2019-10-09T08:15:00+00:00,https://api.weather.gov/stations/KGPM,140.0,2.1,101490.0,18.1
2019-10-09T08:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101520.0,18.5
2019-10-09T08:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,3.1,101460.0,18.7
2019-10-09T09:15:00+00:00,https://api.weather.gov/stations/KGPM,140.0,1.5,101460.0,18.5
2019-10-09T09:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,2.6,101460.0,18.6
2019-10-09T09:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.1,101490.0,18.8
2019-10-09T10:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.1,101490.0,18.6
2019-10-09T10:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,4.1,101460.0,18.8
2019-10-09T10:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,3.6,101460.0,18.9
2019-10-09T11:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.1,101490.0,18.9
2019-10-09T11:35:00+00:00,https://api.weather.gov/stations/KGPM,170.0,3.1,101490.0,18.4
2019-10-09T11:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.1,101490.0,18.0
2019-10-09T12:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.1,101490.0,18.0
2019-10-09T13:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.1,101520.0,19.0
2019-10-09T14:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,4.1,101520.0,21.0
2019-10-09T15:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,5.1,101520.0,22.0
2019-10-09T16:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,6.2,101420.0,25.0
2019-10-09T17:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.1,101320.0,28.0
2019-10-09T18:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,6.7,101190.0,30.0
2019-10-09T19:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,6.7,101050.0,30.0
2019-10-09T21:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,6.2,100920.0,32.0
2019-10-09T22:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,7.2,100850.0,31.0
2019-10-09T23:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,5.7,100850.0,30.0
2019-10-10T00:50:00+00:00,https://api.weather.gov/stations/KGPM,130.0,5.1,100880.0,29.0
2019-10-10T01:50:00+00:00,https://api.weather.gov/stations/KGPM,130.0,5.1,100920.0,28.0
2019-10-10T02:15:00+00:00,https://api.weather.gov/stations/KGPM,130.0,5.7,100920.0,28.0
2019-10-10T02:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,5.7,100950.0,27.7
2019-10-10T02:55:00+00:00,https://api.weather.gov/stations/KGPM,130.0,6.7,100950.0,27.6
2019-10-10T03:15:00+00:00,https://api.weather.gov/stations/KGPM,130.0,5.7,100980.0,27.1
2019-10-10T03:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,5.1,101020.0,26.8
2019-10-10T03:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,5.1,101020.0,26.7
2019-10-10T04:15:00+00:00,https://api.weather.gov/stations/KGPM,130.0,4.6,101020.0,26.5
2019-10-10T04:35:00+00:00,https://api.weather.gov/stations/KGPM,140.0,6.7,101020.0,26.2
2019-10-10T04:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,6.2,101020.0,26.1
2019-10-10T05:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,6.7,101020.0,25.9
2019-10-10T05:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,5.1,101020.0,25.6
2019-10-10T05:55:00+00:00,https://api.weather.gov/stations/KGPM,160.0,6.2,101020.0,25.5
2019-10-10T06:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,5.1,101020.0,25.3
2019-10-10T06:35:00+00:00,https://api.weather.gov/stations/KGPM,150.0,4.6,101020.0,25.2
2019-10-10T06:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,4.1,101020.0,25.1
2019-10-10T07:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,5.1,101020.0,25.2
2019-10-10T07:35:00+00:00,https://api.weather.gov/stations/KGPM,160.0,6.7,101020.0,25.1
2019-10-10T07:55:00+00:00,https://api.weather.gov/stations/KGPM,160.0,5.1,101020.0,25.2
2019-10-10T08:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,4.1,101020.0,25.3
2019-10-10T08:35:00+00:00,https://api.weather.gov/stations/KGPM,160.0,6.2,101020.0,25.5
2019-10-10T08:55:00+00:00,https://api.weather.gov/stations/KGPM,150.0,4.6,100980.0,25.8
2019-10-10T09:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.6,101020.0,25.8
2019-10-10T09:35:00+00:00,https://api.weather.gov/stations/KGPM,170.0,4.6,101020.0,25.7
2019-10-10T09:55:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.1,101020.0,25.7
2019-10-10T10:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,4.6,101020.0,25.7
2019-10-10T10:35:00+00:00,https://api.weather.gov/stations/KGPM,160.0,5.1,101020.0,25.7
2019-10-10T10:55:00+00:00,https://api.weather.gov/stations/KGPM,170.0,5.1,101050.0,25.5
2019-10-10T11:15:00+00:00,https://api.weather.gov/stations/KGPM,150.0,4.6,101050.0,25.5
2019-10-10T11:35:00+00:00,https://api.weather.gov/stations/KGPM,160.0,6.2,101050.0,25.3
2019-10-10T11:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,5.1,101050.0,26.0
2019-10-10T12:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,4.1,101120.0,26.0
2019-10-10T13:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,101190.0,26.0
2019-10-10T14:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,3.1,101220.0,26.0
2019-10-10T15:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,5.1,101190.0,26.0
2019-10-10T16:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,5.1,101190.0,28.0
2019-10-10T17:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,5.1,101080.0,29.0
2019-10-10T18:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,5.1,100980.0,31.0
2019-10-10T19:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,5.7,100850.0,32.0
2019-10-10T20:50:00+00:00,https://api.weather.gov/stations/KGPM,180.0,5.7,100810.0,33.0
2019-10-10T21:50:00+00:00,https://api.weather.gov/stations/KGPM,200.0,6.7,100810.0,32.0
2019-10-10T22:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,4.1,100750.0,32.0
2019-10-10T23:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,3.1,100750.0,32.0
2019-10-11T00:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,3.1,100710.0,31.0
2019-10-11T01:50:00+00:00,https://api.weather.gov/stations/KGPM,,,100810.0,29.0
2019-10-11T02:15:00+00:00,https://api.weather.gov/stations/KGPM,310.0,2.1,100810.0,25.1
2019-10-11T02:35:00+00:00,https://api.weather.gov/stations/KGPM,340.0,8.2,100880.0,23.5
2019-10-11T02:55:00+00:00,https://api.weather.gov/stations/KGPM,340.0,7.7,101080.0,19.5
2019-10-11T03:15:00+00:00,https://api.weather.gov/stations/KGPM,350.0,7.7,101080.0,17.7
2019-10-11T03:35:00+00:00,https://api.weather.gov/stations/KGPM,340.0,7.7,101190.0,17.0
2019-10-11T03:55:00+00:00,https://api.weather.gov/stations/KGPM,350.0,7.2,101290.0,16.3
2019-10-11T04:15:00+00:00,https://api.weather.gov/stations/KGPM,,,101320.0,15.8
2019-10-11T04:35:00+00:00,https://api.weather.gov/stations/KGPM,,,101360.0,15.5
2019-10-11T04:55:00+00:00,https://api.weather.gov/stations/KGPM,360.0,8.2,101390.0,15.5
2019-10-11T05:15:00+00:00,https://api.weather.gov/stations/KGPM,360.0,8.2,101490.0,15.5
2019-10-11T05:35:00+00:00,https://api.weather.gov/stations/KGPM,350.0,7.7,101460.0,15.6
2019-10-11T05:55:00+00:00,https://api.weather.gov/stations/KGPM,350.0,5.1,101490.0,15.1
2019-10-11T06:15:00+00:00,https://api.weather.gov/stations/KGPM,350.0,7.7,101560.0,14.8
2019-10-11T06:35:00+00:00,https://api.weather.gov/stations/KGPM,340.0,7.7,101660.0,14.1
2019-10-11T06:55:00+00:00,https://api.weather.gov/stations/KGPM,340.0,8.8,101690.0,13.9
2019-10-11T07:15:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.2,101690.0,13.5
2019-10-11T07:35:00+00:00,https://api.weather.gov/stations/KGPM,340.0,4.1,101730.0,13.0
2019-10-11T07:55:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.7,101730.0,12.5
2019-10-11T08:15:00+00:00,https://api.weather.gov/stations/KGPM,,,101800.0,11.9
2019-10-11T08:35:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.7,101830.0,11.2
2019-10-11T08:55:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.7,101860.0,10.5
2019-10-11T09:15:00+00:00,https://api.weather.gov/stations/KGPM,330.0,6.7,101930.0,10.3
2019-10-11T09:35:00+00:00,https://api.weather.gov/stations/KGPM,,,102000.0,9.7
2019-10-11T09:55:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.2,102000.0,9.0
2019-10-11T10:15:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.2,102000.0,8.5
2019-10-11T10:35:00+00:00,https://api.weather.gov/stations/KGPM,330.0,6.7,102070.0,8.5
2019-10-11T10:55:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.2,102070.0,8.1
2019-10-11T11:15:00+00:00,https://api.weather.gov/stations/KGPM,350.0,7.2,102100.0,8.3
2019-10-11T11:35:00+00:00,https://api.weather.gov/stations/KGPM,330.0,6.7,102200.0,8.3
2019-10-11T11:50:00+00:00,https://api.weather.gov/stations/KGPM,,,102200.0,8.0
2019-10-11T12:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.2,102410.0,6.0
2019-10-11T13:50:00+00:00,https://api.weather.gov/stations/KGPM,330.0,4.1,102540.0,6.0
2019-10-11T14:50:00+00:00,https://api.weather.gov/stations/KGPM,330.0,3.1,102610.0,7.0
2019-10-11T15:50:00+00:00,https://api.weather.gov/stations/KGPM,330.0,4.1,102680.0,7.0
2019-10-11T16:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.2,102640.0,9.0
2019-10-11T17:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.2,102640.0,12.0
2019-10-11T18:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,8.8,102540.0,14.0
2019-10-11T19:50:00+00:00,https://api.weather.gov/stations/KGPM,330.0,8.8,102510.0,16.0
2019-10-11T20:50:00+00:00,https://api.weather.gov/stations/KGPM,330.0,8.8,102410.0,17.0
2019-10-11T21:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,8.8,102470.0,17.0
2019-10-11T22:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,8.8,102440.0,16.0
2019-10-11T23:50:00+00:00,https://api.weather.gov/stations/KGPM,340.0,6.7,102440.0,15.0
2019-10-12T00:50:00+00:00,https://api.weather.gov/stations/KGPM,350.0,4.6,102510.0,14.0
2019-10-12T02:15:00+00:00,https://api.weather.gov/stations/KGPM,350.0,3.1,102570.0,13.0
2019-10-12T02:35:00+00:00,https://api.weather.gov/stations/KGPM,340.0,3.1,102610.0,13.1
2019-10-12T02:55:00+00:00,https://api.weather.gov/stations/KGPM,340.0,3.6,102610.0,12.6
2019-10-12T03:15:00+00:00,https://api.weather.gov/stations/KGPM,340.0,4.6,102610.0,12.5
2019-10-12T03:35:00+00:00,https://api.weather.gov/stations/KGPM,340.0,5.1,102640.0,12.0
2019-10-12T03:55:00+00:00,https://api.weather.gov/stations/KGPM,340.0,5.1,102640.0,12.0
2019-10-12T04:15:00+00:00,https://api.weather.gov/stations/KGPM,340.0,4.1,102640.0,11.5
2019-10-12T04:35:00+00:00,https://api.weather.gov/stations/KGPM,350.0,4.6,102640.0,11.2
2019-10-12T04:55:00+00:00,https://api.weather.gov/stations/KGPM,350.0,3.1,102680.0,10.5
2019-10-12T05:15:00+00:00,https://api.weather.gov/stations/KGPM,340.0,4.1,102640.0,10.4
2019-10-12T05:35:00+00:00,https://api.weather.gov/stations/KGPM,350.0,3.6,102640.0,10.5
2019-10-12T05:55:00+00:00,https://api.weather.gov/stations/KGPM,350.0,3.6,102640.0,9.5
2019-10-12T06:15:00+00:00,https://api.weather.gov/stations/KGPM,350.0,2.6,102640.0,8.8
2019-10-12T06:35:00+00:00,https://api.weather.gov/stations/KGPM,360.0,2.1,102640.0,8.4
2019-10-12T06:55:00+00:00,https://api.weather.gov/stations/KGPM,360.0,2.1,102640.0,8.6
2019-10-12T07:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,7.7
2019-10-12T07:35:00+00:00,https://api.weather.gov/stations/KGPM,10.0,1.5,102640.0,8.1
2019-10-12T07:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102680.0,7.9
2019-10-12T08:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,7.0
2019-10-12T08:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,7.6
2019-10-12T08:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,7.5
2019-10-12T09:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,7.7
2019-10-12T09:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,7.5
2019-10-12T09:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,7.3
2019-10-12T10:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102610.0,6.9
2019-10-12T10:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,6.6
2019-10-12T10:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,6.1
2019-10-12T11:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,7.2
2019-10-12T11:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102680.0,7.2
2019-10-12T11:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102680.0,7.0
2019-10-12T12:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102680.0,7.0
2019-10-12T13:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,9.0
2019-10-12T14:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102640.0,11.0
2019-10-12T15:50:00+00:00,https://api.weather.gov/stations/KGPM,70.0,3.1,102640.0,13.0
2019-10-12T16:50:00+00:00,https://api.weather.gov/stations/KGPM,70.0,3.1,102570.0,14.0
2019-10-12T18:50:00+00:00,https://api.weather.gov/stations/KGPM,70.0,3.1,102300.0,17.0
2019-10-12T19:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102170.0,18.0
2019-10-12T20:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,102100.0,18.0
2019-10-12T21:50:00+00:00,https://api.weather.gov/stations/KGPM,20.0,2.1,102000.0,19.0
2019-10-12T22:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101930.0,19.0
2019-10-12T23:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101900.0,18.0
2019-10-13T00:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101860.0,16.0
2019-10-13T01:50:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101860.0,14.0
2019-10-13T02:15:00+00:00,https://api.weather.gov/stations/KGPM,100.0,1.5,101830.0,14.3
2019-10-13T02:35:00+00:00,https://api.weather.gov/stations/KGPM,120.0,1.5,101830.0,14.1
2019-10-13T02:55:00+00:00,https://api.weather.gov/stations/KGPM,140.0,1.5,101830.0,13.9
2019-10-13T03:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101800.0,13.9
2019-10-13T03:35:00+00:00,https://api.weather.gov/stations/KGPM,130.0,1.5,101800.0,13.6
2019-10-13T03:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101800.0,14.1
2019-10-13T04:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101800.0,14.2
2019-10-13T04:35:00+00:00,https://api.weather.gov/stations/KGPM,200.0,1.5,101800.0,14.1
2019-10-13T04:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101800.0,13.9
2019-10-13T05:15:00+00:00,https://api.weather.gov/stations/KGPM,200.0,1.5,101800.0,14.0
2019-10-13T05:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,13.7
2019-10-13T05:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,13.7
2019-10-13T06:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,13.7
2019-10-13T06:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101730.0,13.5
2019-10-13T06:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101730.0,13.5
2019-10-13T07:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,13.4
2019-10-13T07:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,12.7
2019-10-13T07:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,13.4
2019-10-13T08:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,13.7
2019-10-13T08:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,14.1
2019-10-13T08:55:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,14.5
2019-10-13T09:15:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,15.1
2019-10-13T09:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,14.8
2019-10-13T09:55:00+00:00,https://api.weather.gov/stations/KGPM,170.0,1.5,101760.0,14.9
2019-10-13T10:15:00+00:00,https://api.weather.gov/stations/KGPM,160.0,2.1,101760.0,14.8
2019-10-13T10:35:00+00:00,https://api.weather.gov/stations/KGPM,0.0,0.0,101760.0,14.8
2019-10-13T10:55:00+00:00,https://api.weather.gov/stations/KGPM,180.0,2.1,101800.0,15.0
2019-10-13T11:15:00+00:00,https://api.weather.gov/stations/KGPM,180.0,1.5,101760.0,14.7
2019-10-13T11:35:00+00:00,https://api.weather.gov/stations/KGPM,170.0,1.5,101760.0,14.8
2019-10-13T11:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,2.6,101760.0,15.0
2019-10-13T12:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,2.6,101800.0,14.0
2019-10-13T13:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,2.6,101830.0,15.0
2019-10-13T14:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,2.6,101830.0,17.0
2019-10-13T15:50:00+00:00,https://api.weather.gov/stations/KGPM,200.0,3.1,101830.0,19.0
2019-10-13T16:50:00+00:00,https://api.weather.gov/stations/KGPM,210.0,3.6,101760.0,22.0
2019-10-13T17:50:00+00:00,https://api.weather.gov/stations/KGPM,170.0,2.6,101690.0,23.0
2019-10-13T18:50:00+00:00,https://api.weather.gov/stations/KGPM,140.0,4.1,101590.0,24.0
2019-10-13T19:50:00+00:00,https://api.weather.gov/stations/KGPM,150.0,3.1,101490.0,25.0
2019-10-13T20:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,3.6,101460.0,26.0
2019-10-13T21:50:00+00:00,https://api.weather.gov/stations/KGPM,190.0,4.6,101420.0,26.0
2019-10-13T22:50:00+00:00,https://api.weather.gov/stations/KGPM,130.0,4.6,101420.0,24.0
2019-10-14T00:50:00+00:00,https://api.weather.gov/stations/KGPM,160.0,2.6,101520.0,21.0
